,Day,rBias,Fly ID,Drug Treatment,Batch #,Date
78,1,0.5275590551,79,aMW,1,10/31
79,1,0.39731285990000004,80,aMW,1,10/31
80,1,0.8273504274,81,aMW,1,10/31
81,1,0.3082352941,82,aMW,1,10/31
82,1,0.487483531,83,aMW,1,10/31
83,1,0.3121118012,84,aMW,1,10/31
84,1,0.4564705882,85,aMW,1,10/31
85,1,0.523943662,86,aMW,1,10/31
86,1,0.564640884,87,aMW,1,10/31
87,1,0.5022956840999999,88,aMW,1,10/31
88,1,0.566588785,89,aMW,1,10/31
89,1,0.6316371681,90,aMW,1,10/31
90,1,0.48275862070000003,91,aMW,1,10/31
91,1,0.3269230769,92,aMW,1,10/31
92,1,0.45854657109999997,93,aMW,1,10/31
93,1,0.5,94,aMW,1,10/31
94,1,0.42315369259999996,95,aMW,1,10/31
95,1,0.3566878981,96,aMW,1,10/31
96,2,0.38497652579999997,1,aMW,1,11/1
97,2,0.5206043956,2,aMW,1,11/1
98,2,0.4519774011,3,aMW,1,11/1
99,2,0.68,4,aMW,1,11/1
100,2,0.6793478261,5,aMW,1,11/1
101,2,0.7052023121,6,aMW,1,11/1
102,2,0.6183206107,7,aMW,1,11/1
103,2,0.5368731563,8,aMW,1,11/1
104,2,0.4881170018,9,aMW,1,11/1
105,2,0.4435483871,10,aMW,1,11/1
106,2,0.5430463576,11,aMW,1,11/1
107,2,0.5179640718999999,12,aMW,1,11/1
108,2,,13,aMW,1,11/1
109,2,0.3066037736,14,aMW,1,11/1
110,2,0.2094594595,15,aMW,1,11/1
111,2,0.40092592590000004,16,aMW,1,11/1
112,2,0.5894736842,17,aMW,1,11/1
113,2,0.3106704438,18,aMW,1,11/1
114,2,0.3082437276,19,aMW,1,11/1
115,2,0.6226415094,20,aMW,1,11/1
116,2,0.6902654867,21,aMW,1,11/1
117,2,0.5547850208,22,aMW,1,11/1
118,2,0.34835566380000005,23,aMW,1,11/1
119,2,0.6685714286,24,aMW,1,11/1
120,2,0.44705882350000004,25,aMW,1,11/1
121,2,0.6521008403,26,aMW,1,11/1
122,2,0.4412635735,27,aMW,1,11/1
123,2,0.5187601958,28,aMW,1,11/1
124,2,0.5961538462,29,aMW,1,11/1
125,2,0.4782608696,30,aMW,1,11/1
126,2,0.5569461827000001,31,aMW,1,11/1
127,2,0.5689424364,32,aMW,1,11/1
128,2,0.4621559633,33,aMW,1,11/1
129,2,0.23659305989999999,34,aMW,1,11/1
130,2,0.572815534,35,aMW,1,11/1
131,2,0.577540107,36,aMW,1,11/1
132,2,0.3775671406,37,aMW,1,11/1
133,2,0.6177402323,38,aMW,1,11/1
134,2,0.4256559767,39,aMW,1,11/1
135,2,0.5437956204,40,aMW,1,11/1
136,2,0.4682926829,41,aMW,1,11/1
137,2,0.5100671140999999,42,aMW,1,11/1
138,2,0.6285714286,43,aMW,1,11/1
139,2,0.46315789469999996,44,aMW,1,11/1
140,2,0.7689003436,45,aMW,1,11/1
141,2,0.35254562920000004,46,aMW,1,11/1
142,2,0.41907261590000006,47,aMW,1,11/1
143,2,0.47009569380000005,48,aMW,1,11/1
144,2,0.4086629002,49,aMW,1,11/1
145,2,0.262295082,50,aMW,1,11/1
146,2,0.5736386139,51,aMW,1,11/1
147,2,,52,aMW,1,11/1
148,2,0.4041666667,53,aMW,1,11/1
149,2,0.4004914005,54,aMW,1,11/1
150,2,0.584,55,aMW,1,11/1
151,2,0.5188679245000001,56,aMW,1,11/1
152,2,0.44472681070000003,57,aMW,1,11/1
153,2,0.4720670391,58,aMW,1,11/1
154,2,0.4951140065,59,aMW,1,11/1
155,2,0.5720000000000001,60,aMW,1,11/1
156,2,0.5974395447999999,61,aMW,1,11/1
157,2,0.8204804045999999,62,aMW,1,11/1
158,2,0.5190918473,63,aMW,1,11/1
159,2,0.4765306122,64,aMW,1,11/1
160,2,0.5024469821,65,aMW,1,11/1
161,2,0.4391988555,66,aMW,1,11/1
162,2,0.7095238095,67,aMW,1,11/1
163,2,0.4649827784,68,aMW,1,11/1
164,2,0.6521739129999999,69,aMW,1,11/1
165,2,0.3977272727,70,aMW,1,11/1
166,2,0.25609756100000003,71,aMW,1,11/1
167,2,0.5397830018,72,aMW,1,11/1
168,2,0.29596412559999996,73,aMW,1,11/1
169,2,0.6012048193,74,aMW,1,11/1
170,2,0.5064748201,75,aMW,1,11/1
171,2,0.53200883,76,aMW,1,11/1
172,2,0.55028463,77,aMW,1,11/1
173,2,0.5710102489,78,aMW,1,11/1
174,2,0.4831899922,79,aMW,1,11/1
175,2,0.4698795181,80,aMW,1,11/1
176,2,0.5385252693,81,aMW,1,11/1
177,2,0.8206451613,82,aMW,1,11/1
178,2,0.35652173909999996,83,aMW,1,11/1
179,2,0.4985507246,84,aMW,1,11/1
180,2,0.48219178079999997,85,aMW,1,11/1
181,2,0.2744827586,86,aMW,1,11/1
182,2,0.4397424103,87,aMW,1,11/1
183,2,0.3929058663,88,aMW,1,11/1
184,2,0.3790613718,89,aMW,1,11/1
185,2,0.6858475894,90,aMW,1,11/1
186,2,0.6985376828000001,91,aMW,1,11/1
187,2,,92,aMW,1,11/1
188,2,0.2908438061,93,aMW,1,11/1
189,2,0.477124183,94,aMW,1,11/1
190,2,0.4811557789,95,aMW,1,11/1
191,2,0.32582582579999997,96,aMW,1,11/1
192,3,0.42452830189999996,1,aMW,1,11/2
193,3,0.5461538462,2,aMW,1,11/2
194,3,0.4666666667,3,aMW,1,11/2
195,3,0.7113752122,4,aMW,1,11/2
196,3,,5,aMW,1,11/2
197,3,0.7279920870000001,6,aMW,1,11/2
198,3,0.6436363636,7,aMW,1,11/2
199,3,0.5594405593999999,8,aMW,1,11/2
200,3,0.3547297297,9,aMW,1,11/2
201,3,0.3628571429,10,aMW,1,11/2
202,3,0.5498007968,11,aMW,1,11/2
203,3,0.5218508997,12,aMW,1,11/2
204,3,0.2380952381,13,aMW,1,11/2
205,3,0.21717171719999998,14,aMW,1,11/2
206,3,0.3905529954,15,aMW,1,11/2
207,3,0.62,16,aMW,1,11/2
208,3,0.2334070796,17,aMW,1,11/2
209,3,0.26493506489999996,18,aMW,1,11/2
210,3,0.4105263158,19,aMW,1,11/2
211,3,,20,aMW,1,11/2
212,3,0.6288135593,21,aMW,1,11/2
213,3,0.4067995311,22,aMW,1,11/2
214,3,0.2709163347,23,aMW,1,11/2
215,3,0.3918128655,24,aMW,1,11/2
216,3,0.22077922079999998,25,aMW,1,11/2
217,3,0.3202614379,26,aMW,1,11/2
218,3,0.514516129,27,aMW,1,11/2
219,3,0.6466165414,28,aMW,1,11/2
220,3,0.41610738259999996,29,aMW,1,11/2
221,3,0.5418439716,30,aMW,1,11/2
222,3,0.618,31,aMW,1,11/2
223,3,0.5007874016,32,aMW,1,11/2
224,3,,33,aMW,1,11/2
225,3,0.6781437126000001,34,aMW,1,11/2
226,3,0.5452991453,35,aMW,1,11/2
227,3,0.40508221229999997,36,aMW,1,11/2
228,3,0.5779467681,37,aMW,1,11/2
229,3,0.5228873239,38,aMW,1,11/2
230,3,0.5561097257000001,39,aMW,1,11/2
231,3,0.5186500888000001,40,aMW,1,11/2
232,3,0.5211640211999999,41,aMW,1,11/2
233,3,0.6561983471,42,aMW,1,11/2
234,3,0.37065052950000005,43,aMW,1,11/2
235,3,0.7875264271,44,aMW,1,11/2
236,3,0.40428790200000003,45,aMW,1,11/2
237,3,0.3641245972,46,aMW,1,11/2
238,3,0.459602649,47,aMW,1,11/2
239,3,0.416918429,48,aMW,1,11/2
240,3,0.3696581197,49,aMW,1,11/2
241,3,0.5234474018,50,aMW,1,11/2
242,3,,51,aMW,1,11/2
243,3,,52,aMW,1,11/2
244,3,0.39591836729999996,53,aMW,1,11/2
245,3,0.5758122743999999,54,aMW,1,11/2
246,3,0.5040760870000001,55,aMW,1,11/2
247,3,0.42801047119999996,56,aMW,1,11/2
248,3,0.3804100228,57,aMW,1,11/2
249,3,0.4494773519,58,aMW,1,11/2
250,3,0.6109467456000001,59,aMW,1,11/2
251,3,0.5161290323,60,aMW,1,11/2
252,3,0.575,61,aMW,1,11/2
253,3,0.4498714653,62,aMW,1,11/2
254,3,0.4856486797,63,aMW,1,11/2
255,3,0.5205479452,64,aMW,1,11/2
256,3,0.4644736842,65,aMW,1,11/2
257,3,0.5714285714,66,aMW,1,11/2
258,3,0.3267175573,67,aMW,1,11/2
259,3,,68,aMW,1,11/2
260,3,,69,aMW,1,11/2
261,3,0.3572204126,70,aMW,1,11/2
262,3,0.43338954469999996,71,aMW,1,11/2
263,3,0.2046285018,72,aMW,1,11/2
264,3,0.5162523901,73,aMW,1,11/2
265,3,0.47650130549999997,74,aMW,1,11/2
266,3,0.5898617512,75,aMW,1,11/2
267,3,0.4658823529,76,aMW,1,11/2
268,3,0.4564705882,77,aMW,1,11/2
269,3,0.46734130630000004,78,aMW,1,11/2
270,3,0.45614035090000005,79,aMW,1,11/2
271,3,0.4758220503,80,aMW,1,11/2
272,3,0.7365591398000001,81,aMW,1,11/2
273,3,0.46871569700000004,82,aMW,1,11/2
274,3,0.421221865,83,aMW,1,11/2
275,3,0.5128205128,84,aMW,1,11/2
276,3,0.3178410795,85,aMW,1,11/2
277,3,0.3867924528,86,aMW,1,11/2
278,3,0.45514223189999997,87,aMW,1,11/2
279,3,,88,aMW,1,11/2
280,3,0.5479452054999999,89,aMW,1,11/2
281,3,0.7444852941,90,aMW,1,11/2
282,3,,91,aMW,1,11/2
283,3,0.6841505131,92,aMW,1,11/2
284,3,0.4225759768,93,aMW,1,11/2
285,3,0.4975247525,94,aMW,1,11/2
286,3,0.44155844159999996,95,aMW,1,11/2
287,3,0.5555555556,96,aMW,1,11/2
288,8,,1,aMW,1,11/7
289,8,,2,aMW,1,11/7
290,8,,3,aMW,1,11/7
291,8,0.6842105262999999,4,aMW,1,11/7
292,8,,5,aMW,1,11/7
293,8,0.6,6,aMW,1,11/7
294,8,,7,aMW,1,11/7
295,8,,8,aMW,1,11/7
296,8,0.4128,9,aMW,1,11/7
297,8,0.31088082899999997,10,aMW,1,11/7
298,8,,11,aMW,1,11/7
299,8,0.547826087,12,aMW,1,11/7
300,8,,13,aMW,1,11/7
301,8,0.1346153846,14,aMW,1,11/7
302,8,0.3939393939,15,aMW,1,11/7
303,8,,16,aMW,1,11/7
304,8,0.2414330218,17,aMW,1,11/7
305,8,0.1449925262,18,aMW,1,11/7
306,8,,19,aMW,1,11/7
307,8,,20,aMW,1,11/7
308,8,0.5053533190999999,21,aMW,1,11/7
309,8,0.35218978100000004,22,aMW,1,11/7
310,8,,23,aMW,1,11/7
311,8,0.556561086,24,aMW,1,11/7
312,8,0.4079207921,25,aMW,1,11/7
313,8,0.3177842566,26,aMW,1,11/7
314,8,0.44911147009999997,27,aMW,1,11/7
315,8,0.5608465608,28,aMW,1,11/7
316,8,0.380952381,29,aMW,1,11/7
317,8,0.48841698840000003,30,aMW,1,11/7
318,8,0.608137045,31,aMW,1,11/7
319,8,,32,aMW,1,11/7
320,8,,33,aMW,1,11/7
321,8,0.603286385,34,aMW,1,11/7
322,8,0.4419889503,35,aMW,1,11/7
323,8,,36,aMW,1,11/7
324,8,0.4581005587,37,aMW,1,11/7
325,8,0.3871409029,38,aMW,1,11/7
326,8,,39,aMW,1,11/7
327,8,0.5579710145000001,40,aMW,1,11/7
328,8,,41,aMW,1,11/7
329,8,0.6025641025999999,42,aMW,1,11/7
330,8,0.3612217795,43,aMW,1,11/7
331,8,0.8480825959,44,aMW,1,11/7
332,8,0.4207317073,45,aMW,1,11/7
333,8,0.17311608960000002,46,aMW,1,11/7
334,8,0.38520408159999997,47,aMW,1,11/7
335,8,0.4591029024,48,aMW,1,11/7
336,8,,49,aMW,1,11/7
337,8,,50,aMW,1,11/7
338,8,,51,aMW,1,11/7
339,8,,52,aMW,1,11/7
340,8,0.49790794979999997,53,aMW,1,11/7
341,8,0.7470588235,54,aMW,1,11/7
342,8,0.4280701754,55,aMW,1,11/7
343,8,0.43768115939999996,56,aMW,1,11/7
344,8,0.5,57,aMW,1,11/7
345,8,0.5185185185,58,aMW,1,11/7
346,8,,59,aMW,1,11/7
347,8,0.512605042,60,aMW,1,11/7
348,8,0.616,61,aMW,1,11/7
349,8,0.5022321429,62,aMW,1,11/7
350,8,0.44015444020000005,63,aMW,1,11/7
351,8,0.4543429844,64,aMW,1,11/7
352,8,0.5296551724,65,aMW,1,11/7
353,8,0.5925266904,66,aMW,1,11/7
354,8,,67,aMW,1,11/7
355,8,,68,aMW,1,11/7
356,8,,69,aMW,1,11/7
357,8,0.3960784314,70,aMW,1,11/7
358,8,0.36635514020000004,71,aMW,1,11/7
359,8,0.23104693140000002,72,aMW,1,11/7
360,8,0.4930966469,73,aMW,1,11/7
361,8,0.6037735849,74,aMW,1,11/7
362,8,0.5265306122,75,aMW,1,11/7
363,8,,76,aMW,1,11/7
364,8,0.3923611111,77,aMW,1,11/7
365,8,0.2489391796,78,aMW,1,11/7
366,8,0.44705882350000004,79,aMW,1,11/7
367,8,0.4132124352,80,aMW,1,11/7
368,8,0.734082397,81,aMW,1,11/7
369,8,0.5203252033,82,aMW,1,11/7
370,8,,83,aMW,1,11/7
371,8,0.4745011086,84,aMW,1,11/7
372,8,,85,aMW,1,11/7
373,8,0.44444444439999997,86,aMW,1,11/7
374,8,0.4744897959,87,aMW,1,11/7
375,8,,88,aMW,1,11/7
376,8,0.5015576324000001,89,aMW,1,11/7
377,8,0.6734104045999999,90,aMW,1,11/7
378,8,,91,aMW,1,11/7
379,8,0.5317919075,92,aMW,1,11/7
380,8,0.39947089950000003,93,aMW,1,11/7
381,8,,94,aMW,1,11/7
382,8,0.5216666667000001,95,aMW,1,11/7
383,8,0.6428571429,96,aMW,1,11/7
384,9,,1,aMW,1,11/8
385,9,,2,aMW,1,11/8
386,9,,3,aMW,1,11/8
387,9,0.5191489362,4,aMW,1,11/8
388,9,,5,aMW,1,11/8
389,9,0.5163636364,6,aMW,1,11/8
390,9,,7,aMW,1,11/8
391,9,,8,aMW,1,11/8
392,9,0.41729323310000005,9,aMW,1,11/8
393,9,0.20379146920000002,10,aMW,1,11/8
394,9,,11,aMW,1,11/8
395,9,0.5221518987,12,aMW,1,11/8
396,9,,13,aMW,1,11/8
397,9,0.33737373740000004,14,aMW,1,11/8
398,9,0.4923413567,15,aMW,1,11/8
399,9,,16,aMW,1,11/8
400,9,0.2966507177,17,aMW,1,11/8
401,9,,18,aMW,1,11/8
402,9,,19,aMW,1,11/8
403,9,,20,aMW,1,11/8
404,9,0.5862068965999999,21,aMW,1,11/8
405,9,0.4467640919,22,aMW,1,11/8
406,9,,23,aMW,1,11/8
407,9,,24,aMW,1,11/8
408,9,0.241813602,25,aMW,1,11/8
409,9,0.38297872340000005,26,aMW,1,11/8
410,9,0.5360576923,27,aMW,1,11/8
411,9,0.5762331839,28,aMW,1,11/8
412,9,0.4339622642,29,aMW,1,11/8
413,9,0.5414634146,30,aMW,1,11/8
414,9,0.5232876712,31,aMW,1,11/8
415,9,,32,aMW,1,11/8
416,9,,33,aMW,1,11/8
417,9,0.4752851711,34,aMW,1,11/8
418,9,0.45945945950000006,35,aMW,1,11/8
419,9,,36,aMW,1,11/8
420,9,0.4697986577,37,aMW,1,11/8
421,9,0.34797297299999996,38,aMW,1,11/8
422,9,,39,aMW,1,11/8
423,9,0.49794238679999997,40,aMW,1,11/8
424,9,,41,aMW,1,11/8
425,9,0.6363636364,42,aMW,1,11/8
426,9,0.3568019093,43,aMW,1,11/8
427,9,0.7336448598,44,aMW,1,11/8
428,9,0.4898785425,45,aMW,1,11/8
429,9,,46,aMW,1,11/8
430,9,,47,aMW,1,11/8
431,9,0.5463483146,48,aMW,1,11/8
432,9,,49,aMW,1,11/8
433,9,,50,aMW,1,11/8
434,9,,51,aMW,1,11/8
435,9,,52,aMW,1,11/8
436,9,0.7389033943000001,53,aMW,1,11/8
437,9,0.7675070028000001,54,aMW,1,11/8
438,9,0.4842105263,55,aMW,1,11/8
439,9,0.3293838863,56,aMW,1,11/8
440,9,0.3557312253,57,aMW,1,11/8
441,9,0.525862069,58,aMW,1,11/8
442,9,,59,aMW,1,11/8
443,9,0.335106383,60,aMW,1,11/8
444,9,0.7509881423,61,aMW,1,11/8
445,9,0.4620462046,62,aMW,1,11/8
446,9,0.2969432314,63,aMW,1,11/8
447,9,0.5098814228999999,64,aMW,1,11/8
448,9,0.4497716895,65,aMW,1,11/8
449,9,0.4803149606,66,aMW,1,11/8
450,9,,67,aMW,1,11/8
451,9,,68,aMW,1,11/8
452,9,,69,aMW,1,11/8
453,9,,70,aMW,1,11/8
454,9,0.4432432432,71,aMW,1,11/8
455,9,0.3451086957,72,aMW,1,11/8
456,9,0.5609756097999999,73,aMW,1,11/8
457,9,,74,aMW,1,11/8
458,9,,75,aMW,1,11/8
459,9,,76,aMW,1,11/8
460,9,0.5063829786999999,77,aMW,1,11/8
461,9,0.25631067960000004,78,aMW,1,11/8
462,9,0.3522727273,79,aMW,1,11/8
463,9,0.3234536082,80,aMW,1,11/8
464,9,0.2320441989,81,aMW,1,11/8
465,9,0.622406639,82,aMW,1,11/8
466,9,,83,aMW,1,11/8
467,9,0.5458422175,84,aMW,1,11/8
468,9,,85,aMW,1,11/8
469,9,0.38350785340000004,86,aMW,1,11/8
470,9,0.6201923077,87,aMW,1,11/8
471,9,,88,aMW,1,11/8
472,9,0.5076530612,89,aMW,1,11/8
473,9,0.5814332247999999,90,aMW,1,11/8
474,9,,91,aMW,1,11/8
475,9,0.3392226148,92,aMW,1,11/8
476,9,0.35775862070000003,93,aMW,1,11/8
477,9,0.33057851239999997,94,aMW,1,11/8
478,9,0.22666666670000002,95,aMW,1,11/8
479,9,,96,aMW,1,11/8
480,10,,1,aMW,1,11/9
481,10,,2,aMW,1,11/9
482,10,,3,aMW,1,11/9
483,10,0.6243194192,4,aMW,1,11/9
484,10,,5,aMW,1,11/9
485,10,,6,aMW,1,11/9
486,10,,7,aMW,1,11/9
487,10,0.4811827957,8,aMW,1,11/9
488,10,,9,aMW,1,11/9
489,10,,10,aMW,1,11/9
490,10,,11,aMW,1,11/9
491,10,0.496031746,12,aMW,1,11/9
492,10,,13,aMW,1,11/9
493,10,0.1659388646,14,aMW,1,11/9
494,10,,15,aMW,1,11/9
495,10,0.5690866511,16,aMW,1,11/9
496,10,0.2398523985,17,aMW,1,11/9
497,10,,18,aMW,1,11/9
498,10,,19,aMW,1,11/9
499,10,,20,aMW,1,11/9
500,10,0.588028169,21,aMW,1,11/9
501,10,0.5088161209000001,22,aMW,1,11/9
502,10,,23,aMW,1,11/9
503,10,,24,aMW,1,11/9
504,10,0.4796116505,25,aMW,1,11/9
505,10,,26,aMW,1,11/9
506,10,0.45,27,aMW,1,11/9
507,10,0.5538461538,28,aMW,1,11/9
508,10,0.325,29,aMW,1,11/9
509,10,0.5886524823,30,aMW,1,11/9
510,10,0.7037914692,31,aMW,1,11/9
511,10,,32,aMW,1,11/9
512,10,,33,aMW,1,11/9
513,10,,34,aMW,1,11/9
514,10,0.6516393443,35,aMW,1,11/9
515,10,,36,aMW,1,11/9
516,10,0.4117647059,37,aMW,1,11/9
517,10,,38,aMW,1,11/9
518,10,,39,aMW,1,11/9
519,10,0.6358974359,40,aMW,1,11/9
520,10,,41,aMW,1,11/9
521,10,0.5917721519,42,aMW,1,11/9
522,10,0.3217821782,43,aMW,1,11/9
523,10,0.2580645161,44,aMW,1,11/9
524,10,0.3618421053,45,aMW,1,11/9
525,10,,46,aMW,1,11/9
526,10,0.48913043479999996,47,aMW,1,11/9
527,10,0.4753004005,48,aMW,1,11/9
528,10,,49,aMW,1,11/9
529,10,,50,aMW,1,11/9
530,10,,51,aMW,1,11/9
531,10,,52,aMW,1,11/9
532,10,0.6489945155,53,aMW,1,11/9
533,10,,54,aMW,1,11/9
534,10,0.4297520661,55,aMW,1,11/9
535,10,,56,aMW,1,11/9
536,10,0.43438077630000005,57,aMW,1,11/9
537,10,,58,aMW,1,11/9
538,10,0.4841269841,59,aMW,1,11/9
539,10,0.36206896549999995,60,aMW,1,11/9
540,10,0.6642857143,61,aMW,1,11/9
541,10,0.3875,62,aMW,1,11/9
542,10,,63,aMW,1,11/9
543,10,0.4117647059,64,aMW,1,11/9
544,10,0.40336134450000005,65,aMW,1,11/9
545,10,0.5571428571,66,aMW,1,11/9
546,10,,67,aMW,1,11/9
547,10,,68,aMW,1,11/9
548,10,,69,aMW,1,11/9
549,10,,70,aMW,1,11/9
550,10,0.2562111801,71,aMW,1,11/9
551,10,0.2709677419,72,aMW,1,11/9
552,10,0.5436893204,73,aMW,1,11/9
553,10,,74,aMW,1,11/9
554,10,,75,aMW,1,11/9
555,10,,76,aMW,1,11/9
556,10,0.4100905563,77,aMW,1,11/9
557,10,0.2209856916,78,aMW,1,11/9
558,10,0.4925373134,79,aMW,1,11/9
559,10,0.3870967742,80,aMW,1,11/9
560,10,,81,aMW,1,11/9
561,10,0.5272331155,82,aMW,1,11/9
562,10,,83,aMW,1,11/9
563,10,0.5525606469,84,aMW,1,11/9
564,10,0.5,85,aMW,1,11/9
565,10,,86,aMW,1,11/9
566,10,0.5429864253,87,aMW,1,11/9
567,10,,88,aMW,1,11/9
568,10,0.46891651869999995,89,aMW,1,11/9
569,10,0.49122807020000003,90,aMW,1,11/9
570,10,,91,aMW,1,11/9
571,10,0.3236363636,92,aMW,1,11/9
572,10,0.3892773893,93,aMW,1,11/9
573,10,0.4105960265,94,aMW,1,11/9
574,10,0.3512658228,95,aMW,1,11/9
575,10,,96,aMW,1,11/9
576,15,,1,aMW,1,11/14
577,15,,2,aMW,1,11/14
578,15,,3,aMW,1,11/14
579,15,0.7179856115000001,4,aMW,1,11/14
580,15,,5,aMW,1,11/14
581,15,,6,aMW,1,11/14
582,15,,7,aMW,1,11/14
583,15,0.4441624365,8,aMW,1,11/14
584,15,,9,aMW,1,11/14
585,15,0.337254902,10,aMW,1,11/14
586,15,,11,aMW,1,11/14
587,15,0.5122807018,12,aMW,1,11/14
588,15,,13,aMW,1,11/14
589,15,0.23236514519999998,14,aMW,1,11/14
590,15,,15,aMW,1,11/14
591,15,0.6925465839,16,aMW,1,11/14
592,15,0.32608695649999997,17,aMW,1,11/14
593,15,,18,aMW,1,11/14
594,15,,19,aMW,1,11/14
595,15,,20,aMW,1,11/14
596,15,0.6416938111,21,aMW,1,11/14
597,15,,22,aMW,1,11/14
598,15,,23,aMW,1,11/14
599,15,,24,aMW,1,11/14
600,15,0.4332755633,25,aMW,1,11/14
601,15,,26,aMW,1,11/14
602,15,0.46445497630000004,27,aMW,1,11/14
603,15,0.439516129,28,aMW,1,11/14
604,15,0.371938,29,aMW,1,11/14
605,15,0.6295180723,30,aMW,1,11/14
606,15,0.4276094276,31,aMW,1,11/14
607,15,,32,aMW,1,11/14
608,15,,33,aMW,1,11/14
609,15,0.40598290600000003,34,aMW,1,11/14
610,15,0.7011952190999999,35,aMW,1,11/14
611,15,,36,aMW,1,11/14
612,15,0.5762711864,37,aMW,1,11/14
613,15,0.5096952909,38,aMW,1,11/14
614,15,,39,aMW,1,11/14
615,15,,40,aMW,1,11/14
616,15,,41,aMW,1,11/14
617,15,0.6980392156999999,42,aMW,1,11/14
618,15,0.36486486490000003,43,aMW,1,11/14
619,15,0.25682182989999996,44,aMW,1,11/14
620,15,,45,aMW,1,11/14
621,15,,46,aMW,1,11/14
622,15,0.5153846154,47,aMW,1,11/14
623,15,0.575203252,48,aMW,1,11/14
624,15,,49,aMW,1,11/14
625,15,,50,aMW,1,11/14
626,15,,51,aMW,1,11/14
627,15,,52,aMW,1,11/14
628,15,0.6212765957,53,aMW,1,11/14
629,15,0.6731301939,54,aMW,1,11/14
630,15,0.5494505495,55,aMW,1,11/14
631,15,0.3902439024,56,aMW,1,11/14
632,15,0.5037974684000001,57,aMW,1,11/14
633,15,0.3449023861,58,aMW,1,11/14
634,15,0.5417867435,59,aMW,1,11/14
635,15,0.4247104247,60,aMW,1,11/14
636,15,0.37735849060000004,61,aMW,1,11/14
637,15,0.6577060932,62,aMW,1,11/14
