BatchNumber,TrayNumber,FlyID,LineNumber,Sex,n_Week1Day1,rBias_Week1Day1,n_Week1Day2,rBias_Week1Day2,n_Week1Day3,rBias_Week1Day3,n_Week2Day1,rBias_Week2Day1,n_Week2Day2,rBias_Week2Day2,n_Week2Day3,rBias_Week2Day3,n_Week3Day1,rBias_Week3Day1,n_Week3Day3,rBias_Week3Day3
1,1,28,535,1,769,0.587239583333333,738,0.542740841248304,287,0.538461538461538,1051,0.56,809,0.430693069306931,140,0.553956834532374,490,0.556237218813906,-1,NaN
1,1,29,535,1,767,0.424281984334204,417,0.572115384615385,529,0.664772727272727,596,0.563025210084034,671,0.443283582089552,354,0.589235127478754,610,0.574712643678161,-1,NaN
1,1,30,535,1,663,0.448640483383686,724,0.4149377593361,523,0.532567049808429,997,0.474899598393574,374,0.50402144772118,283,0.709219858156028,597,0.442953020134228,89,0.420454545454545
1,1,31,105,0,476,0.383157894736842,697,0.46551724137931,384,0.383812010443864,980,0.357507660878447,545,0.430147058823529,285,0.651408450704225,847,0.394799054373522,-1,NaN
1,1,32,105,0,298,0.468013468013468,845,0.475118483412322,199,0.429292929292929,548,0.497257769652651,631,0.574603174603175,514,0.467836257309941,242,0.70954356846473,-1,NaN
1,1,33,105,0,643,0.314641744548287,51,0.4,15,0.5,776,0.531612903225806,-1,NaN,3,1,-1,NaN,-1,NaN
1,1,34,105,0,64,0.507936507936508,624,0.457463884430177,172,0.543859649122807,591,0.645762711864407,476,0.547368421052632,274,0.622710622710623,341,0.520588235294118,272,0.608856088560886
1,1,35,105,0,71,0.457142857142857,505,0.44047619047619,686,0.535766423357664,523,0.576628352490421,644,0.43701399688958,123,0.409836065573771,279,0.294964028776978,-1,NaN
1,1,36,105,0,60,0.457627118644068,132,0.709923664122137,58,0.578947368421053,568,0.827160493827161,732,0.826265389876881,432,0.80046403712297,236,0.795744680851064,1,NaN
1,1,37,105,0,656,0.459541984732824,0,NaN,7,0.5,0,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,1,38,105,0,242,0.614107883817427,-1,NaN,16,0.333333333333333,0,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,1,39,105,0,787,0.444020356234097,731,0.480821917808219,626,0.4064,671,0.504477611940298,889,0.387387387387387,388,0.524547803617571,560,0.415026833631485,-1,NaN
1,1,40,105,0,137,0.522058823529412,398,0.335012594458438,53,0.461538461538462,523,0.379310344827586,306,0.445901639344262,261,0.419230769230769,315,0.315286624203822,-1,NaN
1,1,41,105,0,863,0.407192575406032,987,0.419878296146045,254,0.446640316205534,964,0.528556593977155,677,0.560650887573965,441,0.488636363636364,584,0.454545454545455,-1,NaN
1,1,42,105,1,1025,0.427734375,990,0.457027300303337,344,0.612244897959184,605,0.468543046357616,377,0.534574468085106,654,0.644716692189893,0,NaN,-1,NaN
1,1,43,105,1,1139,0.466608084358524,786,0.499363057324841,718,0.333333333333333,1110,0.219116321009919,625,0.355769230769231,0,NaN,-1,NaN,-1,NaN
1,1,44,105,1,801,0.3525,-1,NaN,0,NaN,0,NaN,-1,NaN,11,0.6,-1,NaN,-1,NaN
1,1,45,105,1,565,0.650709219858156,665,0.689759036144578,58,0.56140350877193,1,NaN,-1,NaN,7,0.5,-1,NaN,-1,NaN
1,1,46,105,1,623,0.530546623794212,735,0.459128065395095,436,0.455172413793103,0,NaN,-1,NaN,2,0,-1,NaN,3,0.5
1,1,47,105,1,834,0.414165666266507,775,0.454780361757106,468,0.468950749464668,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,1,48,105,1,234,0.609442060085837,631,0.671428571428571,144,0.496503496503497,781,0.587179487179487,746,0.625503355704698,-1,NaN,-1,NaN,-1,NaN
1,1,49,105,1,913,0.4375,806,0.354037267080745,0,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,1,50,105,1,1630,0.408839779005525,640,0.54773082942097,921,0.402173913043478,948,0.42766631467793,793,0.534090909090909,273,0.764705882352941,997,0.597389558232932,-1,NaN
1,1,51,105,1,1062,0.528746465598492,971,0.697938144329897,309,0.711038961038961,792,0.638432364096081,668,0.697151424287856,397,0.866161616161616,628,0.685805422647528,-1,NaN
1,1,52,796,0,239,0.126050420168067,780,0.228498074454429,23,0.454545454545455,580,0.670120898100173,484,0.670807453416149,271,0.755555555555556,212,0.654028436018957,188,0.620320855614973
1,1,53,796,0,167,0.590361445783133,141,0.414285714285714,170,0.485207100591716,471,0.238297872340426,672,0.321907600596125,386,0.301298701298701,276,0.403636363636364,315,0.468152866242038
1,1,54,796,0,1,NaN,264,0.749049429657795,28,0.481481481481481,5,0.5,208,0.594202898550725,200,0.582914572864322,390,0.70694087403599,22,0.428571428571429
1,1,55,796,0,862,0.452961672473868,1204,0.536159600997506,1012,0.458951533135509,706,0.475177304964539,755,0.481432360742706,568,0.574955908289242,1094,0.409881061299177,247,0.386178861788618
1,1,56,796,0,96,0.336842105263158,253,0.626984126984127,361,0.583333333333333,390,0.447300771208226,496,0.557575757575758,35,0.441176470588235,169,0.410714285714286,4,0.666666666666667
1,1,57,796,0,106,0.2,456,0.274725274725275,265,0.246212121212121,539,0.444237918215613,430,0.498834498834499,77,0.697368421052632,250,0.586345381526104,203,0.391089108910891
1,1,58,796,0,4,0.666666666666667,150,0.557046979865772,223,0.481981981981982,529,0.547348484848485,282,0.551601423487544,162,0.503105590062112,153,0.552631578947368,46,0.533333333333333
1,1,59,796,0,533,0.351503759398496,559,0.473118279569892,769,0.419270833333333,569,0.452464788732394,638,0.563579277864992,225,0.602678571428571,264,0.532319391634981,90,0.685393258426966
1,1,60,796,0,77,0.578947368421053,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,1,61,796,0,246,0.412244897959184,491,0.614285714285714,17,0.5,1127,0.577264653641208,792,0.54614412136536,857,0.417056074766355,-1,NaN,-1,NaN
1,1,62,796,1,748,0.251673360107095,227,0.274336283185841,115,0.368421052631579,679,0.634218289085546,691,0.491304347826087,371,0.227027027027027,713,0.290730337078652,-1,NaN
1,1,63,796,1,82,0.666666666666667,232,0.575757575757576,265,0.587121212121212,388,0.478036175710594,577,0.557291666666667,455,0.570484581497797,428,0.641686182669789,-1,NaN
1,1,64,796,1,882,0.307604994324631,377,0.412234042553192,207,0.296116504854369,1021,0.511764705882353,930,0.66200215285253,950,0.363540569020021,1490,0.413700470114171,-1,NaN
1,1,65,796,1,3,0.5,172,0.432748538011696,274,0.498168498168498,363,0.533149171270718,845,0.509478672985782,520,0.414258188824663,995,0.420523138832998,445,0.373873873873874
1,1,66,796,1,111,0.554545454545455,364,0.884297520661157,153,0.657894736842105,1177,0.710034013605442,625,0.564102564102564,398,0.90176322418136,701,0.777142857142857,-1,NaN
1,1,67,796,1,110,0.532110091743119,35,0.470588235294118,120,0.478991596638655,534,0.437148217636023,324,0.439628482972136,128,0.535433070866142,426,0.428235294117647,293,0.421232876712329
1,1,68,796,1,454,0.286975717439294,112,0.414414414414414,-1,NaN,0,NaN,-1,NaN,15,0.357142857142857,-1,NaN,-1,NaN
1,1,69,796,1,20,0.421052631578947,143,0.711267605633803,171,0.658823529411765,369,0.396739130434783,669,0.501497005988024,257,0.6796875,755,0.582228116710875,413,0.560679611650485
1,1,70,796,1,2,1,4,0.666666666666667,20,0.526315789473684,457,0.567982456140351,178,0.491525423728814,80,0.569620253164557,311,0.661290322580645,289,0.430555555555556
1,1,71,796,1,78,0.454545454545455,437,0.564220183486238,396,0.559493670886076,513,0.439453125,224,0.479820627802691,310,0.647249190938511,843,0.459619952494062,-1,NaN
1,1,72,45,0,34,0.393939393939394,309,0.435064935064935,295,0.496598639455782,686,0.490510948905109,744,0.356662180349933,695,0.792507204610951,486,0.612371134020619,361,0.519444444444444
1,1,73,45,0,701,0.401428571428571,460,0.42483660130719,187,0.483870967741935,642,0.553822152886115,612,0.515548281505728,379,0.314814814814815,426,0.470588235294118,-1,NaN
1,1,74,45,0,1097,0.336678832116788,823,0.375912408759124,598,0.40536013400335,977,0.399590163934426,828,0.394195888754534,676,0.491851851851852,809,0.600247524752475,-1,NaN
1,1,75,45,0,-1,NaN,448,0.411633109619687,622,0.43317230273752,991,0.47979797979798,817,0.558823529411765,726,0.558620689655172,573,0.442307692307692,329,0.551829268292683
1,1,76,45,0,164,0.380368098159509,816,0.867484662576687,511,0.437254901960784,0,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,1,77,45,0,900,0.697441601779755,916,0.369398907103825,696,0.464748201438849,938,0.591248665955176,908,0.456449834619625,701,0.418571428571429,601,0.516666666666667,-1,NaN
1,1,78,45,0,207,0.543689320388349,711,0.532394366197183,836,0.468263473053892,863,0.667053364269142,694,0.629148629148629,739,0.403794037940379,769,0.68359375,805,0.587064676616915
1,1,79,45,0,158,0.694267515923567,676,0.419259259259259,613,0.648692810457516,657,0.591463414634146,530,0.508506616257089,531,0.562264150943396,678,0.400295420974889,496,0.406060606060606
1,1,80,45,1,38,0.72972972972973,230,0.593886462882096,276,0.541818181818182,688,0.493449781659389,824,0.49453219927096,522,0.63147792706334,775,0.481912144702842,522,0.556621880998081
1,1,81,45,1,437,0.224770642201835,473,0.716101694915254,656,0.305343511450382,906,0.29060773480663,830,0.308805790108565,753,0.344414893617021,641,0.4265625,-1,NaN
1,1,82,45,1,179,0.455056179775281,260,0.482625482625483,491,0.642857142857143,759,0.453825857519789,748,0.621151271753681,614,0.535073409461664,-1,NaN,-1,NaN
1,1,83,45,1,287,0.458041958041958,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,1,84,45,1,0,NaN,208,0.483091787439614,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,1,85,45,1,904,0.425249169435216,508,0.676528599605523,75,0.5,36,0.514285714285714,487,0.596707818930041,379,0.62962962962963,922,0.712269272529859,-1,NaN
1,1,86,45,1,820,0.449328449328449,692,0.531114327062229,5,0.5,875,0.481693363844394,892,0.498316498316498,662,0.54160363086233,-1,NaN,-1,NaN
1,1,87,45,1,697,0.619252873563218,606,0.611570247933884,42,0.48780487804878,147,0.465753424657534,804,0.475716064757161,835,0.465227817745803,1036,0.351690821256039,-1,NaN
1,1,88,45,1,294,0.546075085324232,467,0.465665236051502,398,0.501259445843829,620,0.531502423263328,816,0.492024539877301,-1,NaN,-1,NaN,-1,NaN
1,1,89,45,1,775,0.67312661498708,661,0.674242424242424,29,0.5,688,0.611353711790393,1036,0.598067632850242,846,0.528994082840237,1155,0.699306759098787,-1,NaN
1,1,90,45,1,741,0.514864864864865,747,0.522788203753351,545,0.5,907,0.480132450331126,1032,0.354995150339476,877,0.462328767123288,838,0.457586618876941,-1,NaN
1,1,91,45,0,31,0.333333333333333,593,0.429054054054054,72,0.464788732394366,878,0.498289623717218,797,0.60427135678392,727,0.497245179063361,691,0.553623188405797,542,0.475046210720887
1,1,92,45,0,223,0.518018018018018,723,0.523545706371191,634,0.500789889415482,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,1,93,45,0,57,0.803571428571429,425,0.563679245283019,4,1,597,0.407718120805369,391,0.233333333333333,-1,NaN,-1,NaN,-1,NaN
1,1,94,45,0,405,0.495049504950495,696,0.667625899280576,818,0.591187270501836,778,0.449163449163449,956,0.718324607329843,736,0.594557823129252,746,0.520805369127517,-1,NaN
1,1,95,45,0,909,0.640969162995595,643,0.654205607476635,246,0.412244897959184,295,0.476190476190476,741,0.531081081081081,477,0.565126050420168,706,0.432624113475177,-1,NaN
1,1,96,45,0,599,0.536789297658863,551,0.418181818181818,372,0.463611859838275,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
